City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Sitka,US,57.0531,-135.33,55.45,60,78,2.84,broken clouds
450,Mackay,AU,-21.15,149.2,77.68,74,89,12.68,light rain
451,Srivardhan,IN,18.0333,73.0167,76.53,88,20,5.23,few clouds
452,Yambio,SS,4.5721,28.3955,67.68,96,87,4.45,overcast clouds
453,Preston,GB,53.7667,-2.7167,54.9,87,48,2.57,scattered clouds
454,Oxbow,CA,49.2333,-102.1676,62.64,68,73,4.43,broken clouds
455,Meadow Lake,US,34.8014,-106.5436,77.81,33,53,6.82,broken clouds
456,Kholtoson,RU,50.2981,103.3097,18.54,79,15,2.44,few clouds
457,Tondano,ID,1.3038,124.9112,71.69,77,79,3.09,broken clouds
458,Shenjiamen,CN,29.9576,122.298,78.13,87,0,20.02,clear sky
459,Komsomolskiy,UZ,40.4272,71.7189,56.12,100,6,4.61,clear sky
460,Weligama,LK,5.9667,80.4167,78.62,83,96,18.81,overcast clouds
461,Vysokogornyy,RU,50.1167,139.15,49.42,99,100,2.98,overcast clouds
462,Turukhansk,RU,65.8167,87.9833,28.56,82,99,8.48,overcast clouds
463,Hovd,MN,48.0056,91.6419,20.53,45,4,3.65,clear sky
464,Padang,ID,-0.9492,100.3543,76.01,91,97,3.31,overcast clouds
465,Bagdarin,RU,54.4333,113.6,18.93,56,95,3.85,overcast clouds
466,San Pedro,PH,14.35,121.0167,79.83,86,75,3.44,moderate rain
467,Altay,CN,47.8667,88.1167,30.88,32,0,7.67,clear sky
468,Ambovombe,MG,-25.1667,46.0833,68.79,72,4,1.68,clear sky
469,Gizo,SB,-8.103,156.8419,83.28,70,78,3.13,broken clouds
470,Beausejour,CA,50.0622,-96.5167,72.81,42,32,9.73,scattered clouds
471,Nazarovo,RU,56.0064,90.3914,25.97,89,22,2.06,few clouds
472,Zarate,AR,-34.0981,-59.0286,72.03,52,32,4.0,scattered clouds
473,Port Hedland,AU,-20.3167,118.5667,75.25,78,64,8.05,broken clouds
474,Hokitika,NZ,-42.7167,170.9667,53.44,75,46,4.23,scattered clouds
475,Havre-Saint-Pierre,CA,50.2334,-63.5986,43.9,49,42,10.31,scattered clouds
476,Mastic Beach,US,40.7668,-72.8521,55.78,68,100,17.0,overcast clouds
477,Barra Patuca,HN,15.8,-84.2833,80.17,78,40,10.69,scattered clouds
478,Bugarama,TZ,-2.8706,30.5281,63.39,84,98,1.77,overcast clouds
479,Taua,BR,-5.9667,-40.3,85.32,24,21,9.48,few clouds
480,Toguchin,RU,55.2353,84.3858,28.9,89,13,2.26,few clouds
481,Quang Ngai,VN,15.1167,108.8,74.39,92,77,3.58,broken clouds
482,Cap Malheureux,MU,-19.9842,57.6142,71.47,65,35,7.0,scattered clouds
483,Tapes,BR,-30.6733,-51.3958,59.7,89,36,6.85,scattered clouds
484,Hede,CN,33.7681,120.2517,78.8,77,79,6.93,broken clouds
485,Usvyaty,RU,55.7456,30.7533,42.93,95,100,14.94,moderate rain
486,Invermere,CA,50.5167,-116.0354,76.35,30,0,2.21,clear sky
487,Palestina,PS,31.9216,35.2033,69.94,57,0,3.56,clear sky
488,Blagoyevo,RU,63.3667,47.9167,42.84,98,100,5.84,overcast clouds
489,Kisangani,CD,0.5167,25.2,70.72,99,100,1.9,overcast clouds
490,Miramar,US,25.9873,-80.2323,83.01,59,75,10.36,broken clouds
491,Makakilo City,US,21.3469,-158.0858,76.44,91,21,9.37,moderate rain
492,Lichtenburg,ZA,-26.152,26.1597,67.53,25,0,7.96,clear sky
493,Fare,PF,-16.7,-151.0167,78.78,71,63,12.82,broken clouds
494,Caravelas,BR,-17.7125,-39.2481,73.72,89,21,7.81,few clouds
495,Moron,AR,-34.6534,-58.6198,68.94,69,15,10.45,few clouds
496,Davila,PH,18.4726,120.5763,80.91,76,22,9.24,few clouds
497,Belvidere,US,42.2639,-88.8443,64.42,68,10,8.52,clear sky
498,Nishihara,JP,26.1842,127.7558,79.88,78,20,1.14,few clouds
499,Haapiti,PF,-17.5667,-149.8667,82.13,71,97,12.86,light rain
500,Lemon Tree Passage,AU,-32.7327,152.036,62.11,82,11,3.0,few clouds
501,Wajid,SO,3.8093,43.2471,72.3,71,98,19.3,overcast clouds
502,Esperance,AU,-33.8667,121.9,54.52,78,82,17.74,broken clouds
503,Salinas,US,36.6777,-121.6555,77.99,61,1,8.39,clear sky
504,Rawson,AR,-43.3002,-65.1023,50.83,53,100,17.92,overcast clouds
505,Beya,RU,53.0533,90.9139,25.0,70,5,1.7,clear sky
506,Bitung,ID,1.4451,125.1824,79.65,77,85,7.14,overcast clouds
507,Kosonsoy,UZ,41.2561,71.5508,52.36,43,28,4.36,scattered clouds
508,Jerantut,MY,3.936,102.3626,72.57,99,100,0.96,light rain
509,Zhuhai,CN,22.2769,113.5678,82.18,89,40,8.05,scattered clouds
510,North Bend,US,43.4065,-124.2243,62.92,100,22,1.01,few clouds
511,Alzey,DE,49.7517,8.1161,53.04,92,20,4.97,few clouds
512,Broken Hill,AU,-31.95,141.4333,65.95,38,77,15.17,broken clouds
513,Sept-Iles,CA,50.2001,-66.3821,45.05,57,34,1.99,scattered clouds
514,Mount Isa,AU,-20.7333,139.5,80.37,26,100,3.44,overcast clouds
515,Bahia Blanca,AR,-38.7196,-62.2724,51.98,63,69,14.7,broken clouds
516,Angoche,MZ,-16.2325,39.9086,73.99,84,5,3.42,clear sky
517,Campeche,MX,19.0,-90.5,80.8,53,54,6.49,broken clouds
518,Charters Towers,AU,-20.1,146.2667,76.71,57,82,11.12,broken clouds
519,Mbandaka,CD,0.0487,18.2603,68.38,97,100,2.53,overcast clouds
520,Ilulissat,GL,69.2167,-51.1,23.68,87,100,4.14,overcast clouds
521,Balaipungut,ID,1.05,101.2833,72.54,98,100,1.79,overcast clouds
522,Haflong,IN,25.1833,93.0333,72.64,98,99,1.25,overcast clouds
523,Hambantota,LK,6.1241,81.1185,79.83,76,94,20.98,overcast clouds
524,Rio Branco,BR,-9.9747,-67.81,77.61,88,75,4.61,moderate rain
525,Payo,ID,-3.7508,103.6372,71.11,97,71,2.3,broken clouds
526,Porbandar,IN,21.6422,69.6093,79.75,75,3,7.25,clear sky
527,Suratgarh,IN,29.3167,73.9,83.39,31,0,8.28,clear sky
528,Zhanaozen,KZ,43.3,52.8,54.18,25,24,20.18,few clouds
529,Moengo,SR,5.6167,-54.4,77.88,85,94,4.34,overcast clouds
530,Tommot,RU,58.9564,126.2925,24.76,91,100,6.38,light snow
531,Jumla,NP,29.2747,82.1838,51.71,83,0,4.56,clear sky
532,Honningsvag,NO,70.9821,25.9704,40.75,81,100,2.3,overcast clouds
533,Salinopolis,BR,-0.6136,-47.3561,80.69,79,75,11.23,broken clouds
534,Margate,GB,51.3813,1.3862,52.3,62,3,3.44,clear sky
535,Nikolayevsk-Na-Amure,RU,53.1406,140.73,45.77,84,100,2.24,overcast clouds
536,Maneadero,MX,31.7167,-116.5667,72.1,73,8,5.01,clear sky
537,Krasnoselkup,RU,65.7,82.4667,30.81,73,100,13.31,overcast clouds
538,Druzhnaya Gorka,RU,59.2761,30.1425,41.07,90,93,7.9,overcast clouds
539,Tukrah,LY,32.5341,20.5791,73.81,69,0,15.55,clear sky
540,Barsovo,RU,61.1667,73.1667,33.93,77,85,12.01,overcast clouds
541,Savelugu,GH,9.6244,-0.8253,75.25,85,69,3.29,broken clouds
542,Tilichiki,RU,60.4667,166.1,35.44,75,100,5.93,overcast clouds
543,Thouars,FR,46.976,-0.2151,60.51,96,25,6.13,scattered clouds
544,Guangyuan,CN,32.442,105.823,60.37,90,85,8.72,overcast clouds
545,Arroio Grande,BR,-32.2375,-53.0869,56.41,84,9,2.3,clear sky
546,Felanitx,ES,39.4696,3.1483,62.96,63,1,2.64,clear sky
547,Batagay,RU,67.6333,134.6333,18.59,90,86,2.8,overcast clouds
548,Abu Dhabi,AE,24.4667,54.3667,84.22,82,0,4.61,clear sky
549,Caluquembe,AO,-13.7833,14.6833,64.18,68,82,4.59,broken clouds
550,Bengbu,CN,32.9408,117.3608,84.52,50,72,0.92,broken clouds
551,Faya,SA,18.3851,42.4509,62.71,61,6,1.52,clear sky
552,Balabac,PH,7.9868,117.0645,81.39,80,100,9.62,light rain
553,Belgrade,RS,44.804,20.4651,58.66,72,0,4.61,clear sky
554,Oktyabrskiy,RU,54.4815,53.471,53.82,52,100,15.28,overcast clouds
555,Rio Grande,BR,-32.035,-52.0986,59.11,87,10,3.56,clear sky
556,Cheney,US,47.4874,-117.5758,79.12,41,0,5.75,clear sky
557,Amahai,ID,-3.3333,128.9167,80.37,77,67,1.81,broken clouds
558,Obernai,FR,48.4631,7.481,55.4,94,40,5.75,scattered clouds
559,Mattru,SL,7.6244,-11.8332,72.64,98,97,2.57,overcast clouds
560,Popondetta,PG,-8.7537,148.2534,88.14,54,9,2.48,clear sky
561,Sao Francisco De Paula,BR,-29.4481,-50.5836,52.05,98,23,1.25,few clouds
562,San Policarpo,PH,12.1791,125.5072,83.16,75,100,6.38,overcast clouds
563,Mastung,PK,29.7994,66.845,63.7,27,0,1.86,clear sky
564,Yarmouth,US,41.7057,-70.2286,53.96,73,100,17.27,overcast clouds
565,Galle,LK,6.0367,80.217,80.02,80,98,21.52,overcast clouds
566,Grand-Lahou,CI,5.1367,-5.0242,74.75,94,56,5.93,broken clouds
567,Henties Bay,NA,-22.116,14.2845,55.54,92,3,4.23,clear sky
568,Najran,SA,17.4924,44.1277,70.45,17,34,1.83,scattered clouds
569,Fomboni,KM,-12.28,43.7425,74.91,72,1,4.72,clear sky
570,Tura,IN,25.5198,90.2201,72.9,97,100,2.73,overcast clouds
571,Esil,KZ,51.9556,66.4042,33.67,47,0,6.73,clear sky
572,Vanimo,PG,-2.6741,141.3028,81.91,74,81,6.49,broken clouds
573,Lanxi,CN,29.2195,119.477,77.2,81,0,3.51,clear sky
574,Rodrigues Alves,BR,-7.738,-72.6509,79.45,66,64,1.39,broken clouds
575,Njombe,TZ,-9.3333,34.7667,51.87,73,2,5.01,clear sky
576,Arkhangelskoye,RU,55.8549,35.3287,47.07,97,100,14.88,overcast clouds
577,Ternate,ID,0.8,127.4,80.78,75,92,4.14,overcast clouds
578,Corinto,GR,37.9407,22.9573,70.9,63,0,2.35,clear sky
579,Saravan,AM,39.7196,45.6483,54.64,38,24,4.81,few clouds
580,Liverpool,GB,53.4106,-2.9779,53.82,89,40,4.61,scattered clouds
581,Ritchie,ZA,-29.038,24.6028,66.88,11,0,1.36,clear sky
582,Glyadyanskoye,RU,54.9075,65.0883,37.24,41,80,8.37,broken clouds
583,Muli,MV,2.9167,73.5667,81.12,76,99,19.44,overcast clouds
584,Limoeiro Do Ajuru,BR,-1.8953,-49.3806,81.61,76,97,13.56,overcast clouds
585,Nhulunbuy,AU,-12.2333,136.7667,83.01,83,75,9.22,broken clouds
586,Gramsh,AL,40.8697,20.1844,62.11,69,0,4.0,clear sky
587,La Paz,BO,-16.5,-68.15,48.18,70,75,12.66,broken clouds
588,Brandfort,ZA,-28.7001,26.4597,62.13,10,0,3.29,clear sky
589,Faranah,GN,10.0404,-10.7434,70.48,94,60,2.33,light rain
590,Aksu,CN,41.1231,80.2644,53.15,28,76,4.47,broken clouds
591,Kaseda,JP,31.4167,130.3167,74.59,75,2,7.4,clear sky
592,Christchurch,NZ,-43.5333,172.6333,53.42,67,100,10.36,overcast clouds
593,Griffith,US,41.5284,-87.4237,63.09,74,0,13.8,clear sky
594,Fairbanks,US,64.8378,-147.7164,44.6,91,100,2.15,overcast clouds
595,Hammond,US,41.5834,-87.5,63.18,74,0,13.8,clear sky
596,Aku,NG,6.7081,7.3167,72.66,94,94,2.84,overcast clouds
597,Monrovia,LR,6.3005,-10.7969,75.96,90,99,10.29,moderate rain
598,Nizhniy Tsasuchey,RU,50.5167,115.1333,25.56,63,6,15.12,clear sky
599,Codajas,BR,-3.8367,-62.0569,79.29,77,98,3.02,overcast clouds
600,Lashio,MM,22.9333,97.75,66.81,99,100,0.96,overcast clouds
601,Oktyabrskoye,RU,43.0645,44.7417,50.14,93,99,6.71,overcast clouds
602,Kayerkan,RU,69.3497,87.7602,30.52,86,87,10.27,overcast clouds
603,Kamaishi,JP,39.2667,141.8833,67.73,79,100,6.02,overcast clouds
604,Tupiza,BO,-21.45,-65.7167,54.57,66,88,11.97,overcast clouds
605,Nelson Bay,AU,-32.7167,152.15,61.09,85,20,5.99,few clouds
606,Kashary,RU,49.04,41.0056,68.25,51,100,21.16,light rain
607,Erzin,TR,36.9559,36.2,72.5,82,24,2.1,few clouds
608,Bulungu,CD,-4.55,18.6,67.35,97,98,2.06,overcast clouds
609,Haines Junction,CA,60.7522,-137.5108,58.95,31,63,14.97,broken clouds
610,Jasper,US,37.2001,-94.3502,83.14,24,1,1.01,clear sky
611,Evansville,US,37.9748,-87.5558,73.22,50,0,3.0,clear sky
612,Sokolo,ML,14.7328,-6.1219,82.13,62,35,7.7,scattered clouds
613,Kaffrine,SN,14.1059,-15.5508,78.67,84,100,3.65,moderate rain
614,Sedro-Woolley,US,48.5039,-122.2361,81.77,57,0,9.22,clear sky
615,Bairiki,KI,1.3292,172.9752,86.0,66,40,13.8,scattered clouds
616,Tunapuna,TT,10.6333,-61.3833,81.1,82,64,6.85,broken clouds
617,Ostersund,SE,63.1792,14.6357,48.61,100,75,4.61,broken clouds
618,Geraldton,AU,-28.7667,114.6,55.81,76,79,17.27,broken clouds
619,Natal,BR,-5.795,-35.2094,75.85,83,20,5.75,few clouds
620,Guerrero Negro,MX,27.9769,-114.0611,72.3,65,0,15.48,clear sky
621,Karratha,AU,-20.7377,116.8463,73.29,54,18,11.14,few clouds
622,Pauini,BR,-7.7136,-66.9764,77.81,71,99,2.04,overcast clouds
623,Dakar,SN,14.6937,-17.4441,79.68,77,39,9.33,scattered clouds
624,Antalaha,MG,-14.9003,50.2788,66.92,79,29,5.37,scattered clouds
625,Kurchum,KZ,48.5722,83.6542,36.39,33,0,6.06,clear sky
626,Tromso,NO,69.6496,18.957,37.38,93,40,2.3,scattered clouds
627,Aktau,KZ,43.65,51.2,59.58,25,67,26.73,broken clouds
628,Yar-Sale,RU,66.8333,70.8333,36.37,83,100,13.51,overcast clouds
629,Lensk,RU,60.7253,114.9278,28.78,94,100,9.08,light snow
630,Kalashnikovo,RU,57.2824,35.2262,43.09,96,100,13.15,light rain
631,Pochutla,MX,15.7432,-96.4661,84.81,82,99,4.45,overcast clouds
632,Goderich,CA,43.7501,-81.7165,58.91,52,0,13.15,clear sky
633,Wellington,NZ,-41.2866,174.7756,55.58,94,100,12.66,mist
634,Port Lincoln,AU,-34.7333,135.8667,62.73,63,100,13.38,overcast clouds
635,Kudahuvadhoo,MV,2.6708,72.8944,81.3,75,100,17.4,moderate rain
636,Beitbridge,ZW,-22.2167,30.0,75.76,36,0,6.78,clear sky
637,Sarangani,PH,5.4033,125.4636,83.55,73,100,12.68,overcast clouds
638,Kushmurun,KZ,52.4503,64.6311,34.92,39,0,6.08,clear sky
639,Baghdad,IQ,33.3406,44.4009,84.11,15,0,4.79,clear sky
640,Beyneu,KZ,45.3167,55.2,51.53,44,0,12.77,clear sky
641,Cap-Aux-Meules,CA,47.3821,-61.8597,48.22,56,70,19.64,broken clouds
642,Tambopata,PE,-12.7333,-69.1833,80.49,69,0,0.0,clear sky
643,Barbastro,ES,42.0356,0.1269,64.94,45,44,3.4,scattered clouds
644,Laibin,CN,23.7,109.2667,76.93,87,4,1.23,clear sky
645,Thinadhoo,MV,0.5333,72.9333,81.9,69,100,16.49,overcast clouds
646,Jieshi,CN,22.8134,115.8257,79.56,84,6,7.27,clear sky
647,Khorramshahr,IR,30.4397,48.1664,69.75,15,0,8.79,clear sky
648,Itamaraju,BR,-17.0392,-39.5311,69.84,98,34,3.27,scattered clouds
649,Bud,US,39.447,-86.1758,69.82,48,0,11.16,clear sky
650,Freeport,US,40.6576,-73.5832,56.37,60,100,21.85,overcast clouds
651,San Juan De La Vega,MX,20.6333,-100.7667,76.44,20,61,9.55,broken clouds
652,Poum,NC,-20.2333,164.0167,74.41,67,99,13.71,overcast clouds
653,Chumikan,RU,54.7183,135.315,35.96,74,12,19.95,few clouds
654,San Juan De Colon,VE,8.0313,-72.2605,76.59,85,87,4.43,overcast clouds
655,Gamay,PH,12.3854,125.2979,81.41,83,99,4.32,overcast clouds
656,Kushiro,JP,42.975,144.3747,60.91,80,100,10.45,overcast clouds
657,Timra,SE,62.487,17.3257,43.68,93,100,2.3,fog
658,Koping,SE,59.514,15.9926,51.51,96,100,4.03,overcast clouds
659,Baruun-Urt,MN,46.6806,113.2792,19.29,77,55,7.07,broken clouds
660,Kitimat,CA,54.0524,-128.6534,67.19,69,92,2.91,overcast clouds
661,Atherton,GB,53.5237,-2.4935,53.42,89,44,1.01,scattered clouds
662,Verkhnyaya Inta,RU,65.9811,60.3094,39.51,91,100,5.86,light rain
663,Namie,JP,37.4833,141.0,71.98,79,84,1.32,broken clouds
664,Alenquer,BR,-1.9417,-54.7383,82.81,59,85,3.6,overcast clouds
665,Orange,US,33.7,-117.7675,89.78,60,20,9.22,few clouds
666,Russell,US,32.3502,-85.1999,78.96,45,0,9.86,clear sky
667,Nacala,MZ,-14.5428,40.6728,71.65,85,0,2.57,clear sky
668,Velur,IN,12.9333,79.1333,75.31,75,87,6.85,overcast clouds
669,Yasnyy,RU,51.0333,59.8742,38.53,32,14,7.7,few clouds
670,Flores,GT,16.9226,-89.8994,78.85,74,89,3.96,overcast clouds
671,Grajau,BR,-5.8194,-46.1386,84.34,24,5,3.09,clear sky
672,Saint-Francois,FR,46.4154,3.9054,58.44,100,75,4.61,mist
673,Araouane,ML,18.9048,-3.5265,93.18,28,9,5.3,clear sky
674,High Level,CA,58.5169,-117.136,62.71,29,20,11.5,smoke
675,Inhapim,BR,-19.5492,-42.12,74.41,65,18,4.81,few clouds
